,rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,avg_price,revenue
6857,7731,Zombie Army Trilogy,ps4,2015,shooter,Rebellion Developments,0.04,0.12,0.0,0.03,0.2,22.21,4442000.0
6858,7732,NHL FaceOff 2001,ps2,2001,sports,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.2,13.45,2690000.0
6859,7733,Mana Khemia 2: Fall of Alchemy,ps2,2008,role-playing,Gust,0.07,0.05,0.05,0.02,0.2,13.45,2690000.0
6860,7734,The Great Escape,ps2,2003,action,SCi,0.1,0.07,0.0,0.02,0.2,13.45,2690000.0
6861,7736,Nostalgia,ds,2008,role-playing,Tecmo Koei,0.16,0.0,0.02,0.01,0.19,12.99,2468100.0
6862,7737,DiRT Showdown,ps3,2012,racing,Codemasters,0.02,0.13,0.0,0.04,0.19,14.67,2787300.0
6863,7738,Iron Chef America: Supreme Cuisine,ds,2008,simulation,Destineer,0.18,0.0,0.0,0.01,0.19,12.99,2468100.0
6864,7739,Arcade Shooting Gallery,wii,2008,shooter,Zoo Games,0.18,0.0,0.0,0.01,0.19,10.18,1934200.0
6865,7740,The Rise of the Argonauts,ps3,2008,role-playing,Codemasters,0.05,0.12,0.0,0.03,0.19,14.67,2787300.0
6866,7741,Big Mutha Truckers,xb,2002,racing,Empire Interactive,0.15,0.04,0.0,0.01,0.19,9.99,1898100.0000000002
6867,7743,The Hobbit,gba,2003,platform,Vivendi Games,0.14,0.05,0.0,0.0,0.19,17.94,3408600.0000000005
6868,7744,The King of Fighters XI,ps2,2006,fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19,13.45,2555500.0
6869,7745,Ninja Gaiden 3,wiiu,2012,action,Nintendo,0.15,0.03,0.0,0.02,0.19,19.59,3722100.0
6870,7746,Metro: Last Light,pc,2013,action,Deep Silver,0.06,0.11,0.0,0.02,0.19,13.28,2523200.0
6871,7747,Dragon Ball Z: Idainaru Dragon Ball Densetsu,ps,1996,fighting,Namco Bandai Games,0.0,0.0,0.18,0.01,0.19,15.92,3024800.0
6872,7748,Silent Hill HD Collection,x360,2012,action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19,11.94,2268599.9999999995
6873,7749,Bound By Flame,ps4,2014,role-playing,Focus Home Interactive,0.07,0.08,0.0,0.04,0.19,22.21,4219900.0
6874,7750,Conflict: Denied Ops,x360,2008,shooter,Eidos Interactive,0.08,0.09,0.0,0.02,0.19,11.94,2268599.9999999995
6875,7751,Saw II: Flesh & Blood,ps3,2010,action,Konami Digital Entertainment,0.1,0.07,0.0,0.03,0.19,14.67,2787300.0
6876,7752,Ice Age: Dawn of the Dinosaurs,ps3,2009,action,Activision,0.13,0.04,0.0,0.02,0.19,14.67,2787300.0
6877,7753,Sniper Elite,ps2,2005,shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19,13.45,2555500.0
6878,7754,Arc Rise Fantasia,wii,2009,role-playing,Marvelous Interactive,0.13,0.0,0.06,0.01,0.19,10.18,1934200.0
6879,7756,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,ds,2005,action,Sega,0.0,0.0,0.19,0.0,0.19,12.99,2468100.0
6880,7757,Dynasty Warriors: Gundam 2,x360,2008,action,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19,11.94,2268599.9999999995
6881,7758,Petz Pony: Beauty Pageant,ds,2009,simulation,Ubisoft,0.18,0.0,0.0,0.01,0.19,12.99,2468100.0
6882,7760,Breath of Fire II,gba,2001,role-playing,Ubisoft,0.14,0.05,0.0,0.0,0.19,17.94,3408600.0000000005
6883,7761,The Spiderwick Chronicles,wii,2008,action,Vivendi Games,0.17,0.01,0.0,0.01,0.19,10.18,1934200.0
6884,7763,Aliens vs Predator,pc,2010,shooter,Sega,0.0,0.17,0.0,0.02,0.19,13.28,2523200.0
6885,7764,Ice Age 2: The Meltdown,gc,2006,platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,33.64,6391600.0
6886,7765,Steins;Gate,psp,2011,adventure,Kadokawa Shoten,0.0,0.0,0.19,0.0,0.19,16.18,3074200.0
6887,7766,Enchanted Arms,x360,2006,role-playing,Ubisoft,0.16,0.02,0.0,0.02,0.19,11.94,2268599.9999999995
6888,7767,Dinotopia: The Timestone Pirates,gba,2002,action,TDK Core,0.14,0.05,0.0,0.0,0.19,17.94,3408600.0000000005
6889,7768,Power Pro Kun Pocket 12,ds,2009,sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,12.99,2468100.0
6890,7769,J-League Jikkyou Winning Eleven 3,ps,1997,sports,Konami Digital Entertainment,0.0,0.0,0.18,0.01,0.19,15.92,3024800.0
6891,7770,The Sims 4: Get Together,pc,2015,simulation,Electronic Arts,0.05,0.13,0.0,0.01,0.19,13.28,2523200.0
6892,7773,Quantum Theory,ps3,2010,shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19,14.67,2787300.0
6893,7774,Manhunt,xb,2004,action,Take-Two Interactive,0.14,0.04,0.0,0.01,0.19,9.99,1898100.0000000002
6894,7775,NCAA Final Four 2003,ps2,2002,sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,13.45,2555500.0
6895,7776,Air Conflicts: Secret Wars,ps3,2011,simulation,bitComposer Games,0.1,0.06,0.0,0.03,0.19,14.67,2787300.0
6896,7780,Disgaea DS,ds,2008,role-playing,Square Enix,0.11,0.02,0.05,0.01,0.19,12.99,2468100.0
6897,7781,Peter Jackson's King Kong: The Official Game of the Movie,psp,2005,action,Ubisoft,0.16,0.01,0.0,0.02,0.19,16.18,3074200.0
6898,7782,Space Invaders Extreme 2,ds,2009,shooter,Square Enix,0.17,0.01,0.0,0.01,0.19,12.99,2468100.0
6899,7783,X-Men Origins: Wolverine,psp,2009,action,Activision,0.13,0.03,0.0,0.03,0.19,16.18,3074200.0
6900,7784,Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,3ds,2015,action,Capcom,0.0,0.0,0.19,0.0,0.19,24.34,4624600.0
6901,7785,Mystery Tales of Time Travel,ds,2010,puzzle,Foreign Media Games,0.01,0.16,0.0,0.02,0.19,12.99,2468100.0
6902,7786,J-League Excite Stage '96,snes,1996,sports,Epoch,0.0,0.0,0.19,0.0,0.19,45.28,8603200.000000002
6903,7787,Risen,x360,2009,role-playing,Deep Silver,0.07,0.11,0.0,0.01,0.19,11.94,2268599.9999999995
6904,7788,Hidden Mysteries: Vampire Secrets,ds,2010,adventure,Astragon,0.06,0.11,0.0,0.02,0.19,12.99,2468100.0
6905,7789,New Love Plus,3ds,2012,simulation,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,24.34,4624600.0
6906,7790,Final Fantasy XI,x360,2006,role-playing,Square Enix,0.17,0.01,0.0,0.01,0.19,11.94,2268599.9999999995
6907,7791,Breath of Fire: Dragon Quarter,ps2,2002,role-playing,Capcom,0.09,0.07,0.0,0.02,0.19,13.45,2555500.0
6908,7792,Jikkyou J-League Perfect Striker,n64,1996,sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,32.69,6211100.0
6909,7793,Dante's Inferno,psp,2010,action,Electronic Arts,0.12,0.03,0.01,0.03,0.19,16.18,3074200.0
6910,7794,Shrek: Forever After,ps3,2010,platform,Activision,0.16,0.02,0.0,0.02,0.19,14.67,2787300.0
6911,7796,Super Robot Taisen: Scramble Commander,ps2,2003,strategy,Banpresto,0.0,0.0,0.19,0.0,0.19,13.45,2555500.0
6912,7797,Re-Volt,ps,1998,racing,Acclaim Entertainment,0.11,0.07,0.0,0.01,0.19,15.92,3024800.0
6913,7798,Conception II: Children of the Seven Stars,psv,2013,role-playing,Screenlife,0.13,0.0,0.04,0.02,0.19,46.26,8789400.0
6914,7799,Descent,ps,1996,shooter,Interplay,0.11,0.07,0.0,0.01,0.19,15.92,3024800.0
6915,7800,Supreme Commander 2,pc,2010,strategy,Square Enix,0.0,0.15,0.0,0.04,0.19,13.28,2523200.0
6916,7802,50 Cent: Blood on the Sand,ps3,2009,shooter,THQ,0.1,0.06,0.01,0.03,0.19,14.67,2787300.0
6917,7803,Disney's Magical Mirror Starring Mickey Mouse,gc,2002,adventure,Nintendo,0.15,0.04,0.0,0.01,0.19,33.64,6391600.0
6918,7804,Need for Speed: The Run,3ds,2011,action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,24.34,4624600.0
6919,7805,Jeep Thrills,wii,2008,racing,Zoo Digital Publishing,0.18,0.0,0.0,0.01,0.19,10.18,1934200.0
6920,7806,Conflict: Denied Ops,ps3,2008,shooter,Eidos Interactive,0.05,0.1,0.0,0.03,0.19,14.67,2787300.0
6921,7807,FaceBreaker,x360,2008,fighting,Electronic Arts,0.15,0.02,0.0,0.02,0.19,11.94,2268599.9999999995
6922,7808,Major League Baseball 2K12,ps3,2012,sports,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,14.67,2787300.0
6923,7809,Might & Magic: Clash of Heroes,ds,2009,role-playing,Ubisoft,0.16,0.02,0.0,0.01,0.19,12.99,2468100.0
6924,7810,Avatar: The Last Airbender - Into the Inferno,wii,2008,adventure,THQ,0.17,0.01,0.0,0.01,0.19,10.18,1934200.0
6925,7811,IHRA Professional Drag Racing 2005,ps2,2004,racing,Bethesda Softworks,0.09,0.07,0.0,0.02,0.19,13.45,2555500.0
6926,7812,Mace Griffin: Bounty Hunter,ps2,2003,shooter,Electronic Arts,0.09,0.07,0.0,0.02,0.19,13.45,2555500.0
6927,7813,Legacy of Kain: Defiance,xb,2003,action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,9.99,1898100.0000000002
6928,7814,Story of Seasons: Good Friends of the Three Villages,3ds,2016,simulation,Marvelous Interactive,0.0,0.0,0.19,0.0,0.19,24.34,4624600.0
6929,7815,Chaotic: Shadow Warriors,wii,2009,action,Activision,0.18,0.0,0.0,0.01,0.19,10.18,1934200.0
6930,7816,Majin and the Forsaken Kingdom,x360,2010,adventure,Namco Bandai Games,0.14,0.03,0.0,0.01,0.19,11.94,2268599.9999999995
6931,7818,Tales of the World: Narikiri Dungeon 2,gba,2002,role-playing,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,17.94,3408600.0000000005
6932,7819,Spider-Man: Shattered Dimensions,ds,2010,action,Activision,0.17,0.01,0.0,0.01,0.19,12.99,2468100.0
6933,7820,Aliens versus Predator: Extinction,ps2,2003,strategy,Electronic Arts,0.09,0.07,0.0,0.02,0.19,13.45,2555500.0
6934,7821,Plants vs. Zombies,ps3,2011,strategy,PopCap Games,0.18,0.0,0.0,0.01,0.19,14.67,2787300.0
6935,7822,NBA Live 14,xone,2013,sports,Electronic Arts,0.16,0.02,0.0,0.01,0.19,12.68,2409200.0
6936,7823,Silent Scope 2: Dark Silhouette,ps2,2001,shooter,Konami Digital Entertainment,0.09,0.07,0.0,0.02,0.19,13.45,2555500.0
6937,7824,Dave Mirra Freestyle BMX 2,gba,2001,sports,Acclaim Entertainment,0.14,0.05,0.0,0.0,0.19,17.94,3408600.0000000005
6938,7825,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,snes,1996,sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,45.28,8603200.000000002
6939,7826,Tokimeki Memorial Girl's Side 3rd Story,ds,2010,adventure,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,12.99,2468100.0
6940,7827,NHL Hitz Pro,ps2,2003,sports,Midway Games,0.09,0.07,0.0,0.02,0.19,13.45,2555500.0
6941,7828,Tom Clancy's Splinter Cell: Blacklist,pc,2013,action,Ubisoft,0.04,0.13,0.0,0.03,0.19,13.28,2523200.0
6942,7829,Allied General,ps,1996,strategy,SSI,0.11,0.07,0.0,0.01,0.19,15.92,3024800.0
6943,7830,Fire ProWrestling G,ps,1999,fighting,Human Entertainment,0.0,0.0,0.18,0.01,0.19,15.92,3024800.0
6944,7831,Kamen Rider: Battride War,ps3,2013,action,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,14.67,2787300.0
6945,7832,Binary Domain,x360,2012,action,Sega,0.09,0.07,0.02,0.02,0.19,11.94,2268599.9999999995
6946,7833,IL-2 Sturmovik: Birds of Prey,psp,2009,simulation,505 Games,0.08,0.07,0.0,0.04,0.19,16.18,3074200.0
6947,7834,Farming Simulator 2015,xone,2015,simulation,Koch Media,0.1,0.07,0.0,0.02,0.19,12.68,2409200.0
6948,7835,Armored Core: For Answer,ps3,2008,simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19,14.67,2787300.0
6949,7836,Mahjong: Journey Quest for Tikal,ds,2008,puzzle,Rondomedia,0.15,0.03,0.0,0.01,0.19,12.99,2468100.0
6950,7838,Naruto: Ninja Destiny,ds,2006,fighting,Namco Bandai Games,0.02,0.01,0.16,0.0,0.19,12.99,2468100.0
6951,7839,GunGriffon,sat,1995,simulation,Sega,0.0,0.0,0.19,0.0,0.19,40.47,7689300.0
6952,7842,Darkstalkers 3,ps,1998,fighting,Capcom,0.11,0.07,0.0,0.01,0.19,15.92,3024800.0
6953,7843,SpongeBob's Surf & Skate Roadtrip,x360,2011,action,THQ,0.15,0.03,0.0,0.01,0.19,11.94,2268599.9999999995
6954,7845,Death Jr.,psp,2005,platform,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.19,16.18,3074200.0
6955,7846,Cars: Race-O-Rama,ps3,2009,racing,THQ,0.14,0.03,0.0,0.02,0.19,14.67,2787300.0
6956,7847,Inazuma Eleven Strikers 2012 Xtreme,wii,2011,role-playing,Level 5,0.0,0.0,0.19,0.0,0.19,10.18,1934200.0
6957,7848,The Polar Express,gba,2004,adventure,THQ,0.14,0.05,0.0,0.0,0.19,17.94,3408600.0000000005
6958,7849,2002 FIFA World Cup,xb,2002,sports,Electronic Arts,0.14,0.04,0.0,0.01,0.19,9.99,1898100.0000000002
6959,7850,Kan Colle Kai,psv,2016,action,Kadokawa Games,0.0,0.0,0.19,0.0,0.19,46.26,8789400.0
6960,7853,Need for Speed: Shift 2 Unleashed,pc,2011,racing,Electronic Arts,0.05,0.11,0.0,0.03,0.19,13.28,2523200.0
6961,7854,Monster 4x4: Stunt Racer,wii,2009,racing,Ubisoft,0.18,0.0,0.0,0.01,0.19,10.18,1934200.0
6962,7855,Frogger's Adventures 2: The Lost Wand,gba,2002,adventure,Konami Digital Entertainment,0.14,0.05,0.0,0.0,0.19,17.94,3408600.0000000005
6963,7856,Sudeki,xb,2004,role-playing,Microsoft Game Studios,0.14,0.04,0.0,0.01,0.19,9.99,1898100.0000000002
6964,7857,Rango: The Video Game,ps3,2011,action,Electronic Arts,0.07,0.09,0.0,0.04,0.19,14.67,2787300.0
6965,7858,The Amazing Spider-Man (Console Version),3ds,2012,action,Activision,0.15,0.03,0.0,0.01,0.19,24.34,4624600.0
6966,7859,"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",psp,2009,adventure,Sony Computer Entertainment,0.0,0.0,0.19,0.0,0.19,16.18,3074200.0
6967,7860,Hyperdevotion Noire: Goddess Black Heart,psv,2014,role-playing,Idea Factory,0.08,0.02,0.06,0.03,0.19,46.26,8789400.0
6968,7861,Hexen,n64,1996,shooter,GT Interactive,0.15,0.04,0.0,0.0,0.19,32.69,6211100.0
6969,7862,Mace: The Dark Age,n64,1997,fighting,GT Interactive,0.15,0.04,0.0,0.0,0.19,32.69,6211100.0
6970,7863,AeroFighters Assault,n64,1997,action,Video System,0.15,0.04,0.0,0.0,0.19,32.69,6211100.0
6971,7864,Puyo Puyo Sun 64,n64,1997,puzzle,Compile,0.0,0.0,0.16,0.03,0.19,32.69,6211100.0
6972,7865,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),n64,1996,sports,Imagineer,0.0,0.0,0.19,0.0,0.19,32.69,6211100.0
6973,7866,Quake,n64,1998,shooter,GT Interactive,0.15,0.04,0.0,0.0,0.19,32.69,6211100.0
6974,7868,Disney Magic World 2,3ds,2015,action,Nintendo,0.0,0.0,0.19,0.0,0.19,24.34,4624600.0
6975,7869,Squeeballs Party,wii,2009,puzzle,Performance Designed Products,0.18,0.0,0.0,0.01,0.19,10.18,1934200.0
6976,7870,Tottadoo! Yoiko no Mujintou Seikatsu,ds,2008,adventure,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,12.99,2468100.0
6977,7871,Where's Waldo? The Fantastic Journey,wii,2009,adventure,Ubisoft,0.18,0.0,0.0,0.01,0.19,10.18,1934200.0
6978,7873,Teenage Mutant Ninja Turtles 2: Battle Nexus,gc,2004,action,Konami Digital Entertainment,0.15,0.04,0.0,0.01,0.19,33.64,6391600.0
6979,7874,Saints Row IV,pc,2013,action,Deep Silver,0.11,0.06,0.0,0.02,0.19,13.28,2523200.0
6980,7875,Fighter Within,xone,2013,fighting,Ubisoft,0.11,0.07,0.0,0.02,0.19,12.68,2409200.0
6981,7876,Barbie Horse Adventures: Riding Camp,ps2,2008,sports,Activision,0.09,0.07,0.0,0.02,0.19,13.45,2555500.0
6982,7877,SSX Tricky,gba,2002,sports,Electronic Arts,0.14,0.05,0.0,0.0,0.19,17.94,3408600.0000000005
6983,7878,Kenka Banchou 4: Ichinen Sensou,psp,2010,action,Spike,0.0,0.0,0.19,0.0,0.19,16.18,3074200.0
6984,7879,Warhammer: Shadow of the Horned Rat,ps,1996,strategy,Mindscape,0.11,0.07,0.0,0.01,0.19,15.92,3024800.0
6985,7880,Shadows of the Damned,x360,2011,action,Electronic Arts,0.1,0.06,0.01,0.02,0.19,11.94,2268599.9999999995
6986,7881,NBA 2K11,pc,2010,action,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,13.28,2523200.0
6987,7882,Pro Yakyuu Team o Tsukurou!,ds,2008,sports,Sega,0.0,0.0,0.19,0.0,0.19,12.99,2468100.0
6988,7883,Warriors: Legends of Troy,ps3,2011,action,Tecmo Koei,0.06,0.05,0.07,0.02,0.19,14.67,2787300.0
6989,7885,ESPN International Track & Field,ps2,2000,sports,Konami Digital Entertainment,0.09,0.07,0.0,0.02,0.19,13.45,2555500.0
6990,7886,Lunar Legend,gba,2002,role-playing,Media Rings,0.14,0.05,0.0,0.0,0.19,17.94,3408600.0000000005
6991,7887,Conflict: Global Terror,ps2,2005,shooter,Eidos Interactive,0.09,0.07,0.0,0.02,0.19,13.45,2555500.0
6992,7888,Valhalla Knights 3,psv,2013,role-playing,Xseed Games,0.04,0.01,0.12,0.01,0.19,46.26,8789400.0
6993,7891,Brunswick Pro Bowling,ps3,2010,sports,505 Games,0.1,0.06,0.0,0.03,0.19,14.67,2787300.0
6994,7892,Shaun White Skateboarding,ps3,2010,sports,Ubisoft,0.11,0.05,0.0,0.03,0.19,14.67,2787300.0
6995,7893,Hulk,gc,2003,action,Universal Interactive,0.15,0.04,0.0,0.01,0.19,33.64,6391600.0
6996,7894,The Heavy Rain and Beyond: Two Souls Collection,ps4,2016,action,Sony Computer Entertainment,0.0,0.16,0.0,0.03,0.19,22.21,4219900.0
6997,7895,Cabela's Survival: Shadows of Katmai,ps3,2011,sports,Activision,0.11,0.05,0.0,0.03,0.19,14.67,2787300.0
6998,7896,Shaun White Skateboarding,wii,2010,sports,Ubisoft,0.14,0.03,0.0,0.01,0.19,10.18,1934200.0
6999,7898,Gungrave,ps2,2002,shooter,Activision,0.09,0.07,0.0,0.02,0.19,13.45,2555500.0
7000,7899,Phantasy Star Universe,ps2,2006,role-playing,Sega,0.0,0.0,0.19,0.0,0.19,13.45,2555500.0
7001,7900,Transworld Surf,ps2,2002,sports,Atari,0.09,0.07,0.0,0.02,0.19,13.45,2555500.0
7002,7901,God Eater Resurrection,psv,2015,action,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,46.26,8789400.0
7003,7902,Tenchu: Fatal Shadows,ps2,2004,action,Sega,0.09,0.07,0.0,0.02,0.19,13.45,2555500.0
7004,7903,Active Health with Carol Vorderman,ds,2009,sports,Nintendo,0.0,0.18,0.0,0.01,0.19,12.99,2468100.0
7005,7904,Escape The Museum,ds,2010,adventure,Astragon,0.05,0.12,0.0,0.02,0.19,12.99,2468100.0
7006,7905,The Legend of Spyro: A New Beginning,gc,2006,platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,33.64,6391600.0
7007,7906,International Soccer,2600,1981,sports,Mattel Interactive,0.18,0.01,0.0,0.0,0.19,34.46,6547400.000000001
7008,7908,Jewel Master: Cradle of Athena,ds,2010,puzzle,Storm City Games,0.18,0.0,0.0,0.01,0.19,12.99,2468100.0
7009,7909,Princess Maker: Yumemiru Yosei,ps,1997,strategy,Sony Computer Entertainment,0.0,0.0,0.18,0.01,0.19,15.92,3024800.0
7010,7911,Big Air,ps,1999,sports,Accolade,0.1,0.07,0.0,0.01,0.19,15.92,3024800.0
7011,7912,Shining Force II,gen,1993,strategy,Sega,0.0,0.0,0.19,0.0,0.19,18.96,3602400.0000000005
7012,7913,Gallop Racer,ps,1999,sports,Tecmo Koei,0.0,0.0,0.18,0.01,0.19,15.92,3024800.0
7013,7914,Harry Potter and the Prisoner of Azkaban,xb,2004,action,Electronic Arts,0.14,0.04,0.0,0.01,0.19,9.99,1898100.0000000002
7014,7915,NASCAR Unleashed,3ds,2011,racing,Activision,0.18,0.0,0.0,0.01,0.19,24.34,4624600.0
7015,7916,3rd Super Robot Wars Z Jigoku Hen,psv,2014,role-playing,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,46.26,8789400.0
7016,7917,Sudoku Gridmaster (JP sales),ds,2006,puzzle,Nintendo,0.0,0.0,0.19,0.0,0.19,12.99,2468100.0
7017,7918,Dynasty Warriors Gundam,x360,2007,action,Namco Bandai Games,0.15,0.01,0.02,0.01,0.19,11.94,2268599.9999999995
7018,7920,Monsters vs. Aliens,ps2,2009,action,Activision,0.11,0.0,0.0,0.08,0.19,13.45,2555500.0
7019,7921,CSI: Fatal Conspiracy,ps3,2010,adventure,Ubisoft,0.11,0.05,0.0,0.02,0.19,14.67,2787300.0
7020,7922,College Slam,ps,1995,sports,Acclaim Entertainment,0.1,0.07,0.0,0.01,0.19,15.92,3024800.0
7021,7923,Arcania: Gothic 4,pc,2010,role-playing,JoWood Productions,0.09,0.08,0.0,0.02,0.19,13.28,2523200.0
7022,7924,Mushroom Men: The Spore Wars,wii,2008,action,SouthPeak Games,0.17,0.01,0.0,0.01,0.19,10.18,1934200.0
7023,7925,Zumba Fitness Rush,x360,2012,sports,505 Games,0.0,0.16,0.0,0.02,0.19,11.94,2268599.9999999995
7024,7926,Pro Yaky? Spirits 4,ps2,2007,sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,13.45,2555500.0
7025,7927,Pictionary,ds,2010,puzzle,THQ,0.1,0.07,0.0,0.02,0.19,12.99,2468100.0
7026,7928,SoulCalibur Legends,wii,2007,action,Namco Bandai Games,0.16,0.01,0.0,0.01,0.19,10.18,1934200.0
7027,7930,Rise of the Kasai,ps2,2005,action,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,13.45,2555500.0
7028,7931,Thoroughbred Breeder,snes,1993,simulation,Hect,0.0,0.0,0.19,0.0,0.19,45.28,8603200.000000002
7029,7932,F1 2011,pc,2011,racing,Codemasters,0.0,0.15,0.0,0.04,0.19,13.28,2523200.0
7030,7934,Nobunaga no Yabou: Souzou,ps3,2013,strategy,Tecmo Koei,0.0,0.0,0.19,0.0,0.19,14.67,2787300.0
7031,7935,Doctor Who: Return to Earth,wii,2010,adventure,Asylum Entertainment,0.0,0.16,0.0,0.02,0.19,10.18,1934200.0
7032,7936,The Munchables,wii,2009,action,Namco Bandai Games,0.17,0.0,0.0,0.01,0.19,10.18,1934200.0
7033,7938,Chibi-Robo! Park Patrol,ds,2007,adventure,Unknown,0.0,0.0,0.19,0.0,0.19,12.99,2468100.0
7034,7939,Bolt,ps3,2008,adventure,Disney Interactive Studios,0.12,0.05,0.0,0.02,0.19,14.67,2787300.0
7035,7941,Mathews Bowhunting,wii,2010,sports,Zoo Games,0.18,0.0,0.0,0.01,0.19,10.18,1934200.0
7036,7942,3rd Super Robot Wars Z: Tengoku-Hen,psv,2015,action,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,46.26,8789400.0
7037,7943,One Piece: Unlimited Adventure,wii,2007,adventure,Namco Bandai Games,0.07,0.0,0.11,0.01,0.19,10.18,1934200.0
7038,7944,Remington Super Slam Hunting: North America,wii,2010,sports,Mastiff,0.18,0.0,0.0,0.01,0.19,10.18,1934200.0
7039,7945,Crash & Spyro Superpack,gba,2005,platform,Vivendi Games,0.13,0.05,0.0,0.0,0.19,17.94,3408600.0000000005
7040,7946,Earth Defense Force: Insect Armageddon,x360,2011,shooter,D3Publisher,0.1,0.05,0.03,0.01,0.19,11.94,2268599.9999999995
7041,7949,ThunderStrike 2,ps,1994,simulation,Core Design Ltd.,0.1,0.07,0.0,0.01,0.19,15.92,3024800.0
7042,7950,Disney's Meet the Robinsons,wii,2007,action,Disney Interactive Studios,0.17,0.0,0.0,0.01,0.19,10.18,1934200.0
7043,7951,Call of Duty: World at War,pc,2008,shooter,Activision,0.02,0.13,0.0,0.03,0.19,13.28,2523200.0
7044,7952,Pro Yaky? Spirits 2012,ps3,2012,sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,14.67,2787300.0
7045,7955,Thomas the Tank Engine & Friends,gba,2004,adventure,Unknown,0.13,0.05,0.0,0.0,0.19,17.94,3408600.0000000005
7046,7956,Grand Slam Tennis 2,x360,2012,sports,Electronic Arts,0.1,0.07,0.0,0.02,0.19,11.94,2268599.9999999995
7047,7957,Penguin no Mondai X: Tenkuu no 7 Senshi,ds,2009,action,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,12.99,2468100.0
7048,7958,The Scorpion King: Sword of Osiris,gba,2002,action,Vivendi Games,0.13,0.05,0.0,0.0,0.19,17.94,3408600.0000000005
7049,7959,Bubsy 3D,ps,1996,platform,Accolade,0.1,0.07,0.0,0.01,0.19,15.92,3024800.0
7050,7960,Reel Fishing Paradise 3D,3ds,2011,sports,Marvelous Interactive,0.12,0.0,0.06,0.01,0.19,24.34,4624600.0
7051,7961,NCAA Final Four 2001,ps2,2000,sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,13.45,2555500.0
7052,7962,Farmtopia,ds,2010,simulation,505 Games,0.18,0.0,0.0,0.01,0.19,12.99,2468100.0
7053,7963,Robin Hood: Defender of the Crown,ps2,2003,strategy,Capcom,0.09,0.07,0.0,0.02,0.19,13.45,2555500.0
7054,7964,SD Gundam GX,snes,1994,strategy,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,45.28,8603200.000000002
7055,7965,R-Type Final,ps2,2003,shooter,Metro 3D,0.09,0.07,0.0,0.02,0.19,13.45,2555500.0
7056,7966,Jackie Chan Adventures: Legend of the Dark Hand,gba,2001,action,Activision,0.13,0.05,0.0,0.0,0.19,17.94,3408600.0000000005
7057,7967,MotoGP,wii,2009,racing,Capcom,0.05,0.11,0.0,0.02,0.19,10.18,1934200.0
7058,7968,Sega GT 2002,xb,2002,racing,Sega,0.12,0.03,0.03,0.01,0.19,9.99,1898100.0000000002
7059,7969,Ty the Tasmanian Tiger 3: Night of the Quinkan,ps2,2005,action,Activision,0.09,0.07,0.0,0.02,0.19,13.45,2555500.0
7060,7970,WWE SmackDown vs. Raw 2009,ds,2008,fighting,THQ,0.15,0.02,0.0,0.01,0.19,12.99,2468100.0
7061,7971,Pro Evolution Soccer 2014,3ds,2013,action,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,24.34,4624600.0
7062,7972,Samurai Warriors 2: Empires,ps2,2006,action,Tecmo Koei,0.0,0.0,0.19,0.0,0.19,13.45,2555500.0
